"X","Dgapscore","Dscore","Ngapscore","Nscore"
"02/09/2019",0.740030258957185,0.909548126110264,0.460706638811277,0.862629964092692
"03/09/2019",0.50302590683728,0.774805636621822,0.396198019315397,0.791512055944914
"04/09/2019",0.896639910742936,0.924723650257617,0.56424828171296,0.869401045093845
"05/09/2019",0.889470349290143,0.953239502552623,0.585525054770517,0.932911586944537
"06/09/2019",0.901256616017987,0.962515053311127,0.581265939325044,0.935971666598063
"09/09/2019",0.792716344287187,0.957889042119561,0.501955755306664,0.914022934517237
"10/09/2019",0.665147436330519,0.897117043724954,0.447334523987769,0.853590461225221
"11/09/2019",0.884604186126017,0.910640611267604,0.582828226908214,0.895498107766199
"12/09/2019",0.83830203118717,0.900425677443655,0.573736089935617,0.917602720342522
"13/09/2019",0.888871009546388,0.898278755902891,0.510183808565292,0.823233554264591
"16/09/2019",0.771835101237285,0.924505307215049,0.473690796683213,0.864155869555114
"17/09/2019",0.486139100916746,0.73388626602064,0.235337980507543,0.561280709238612
"18/09/2019",0.844350677578357,0.697911253905605,0.470591954882808,0.574344603566544
"19/09/2019",0.750498154078642,0.698674633521955,0.404888718835723,0.62528578811689
"20/09/2019",0.804874846887056,0.792141316735627,0.484178874484755,0.743089659939411
"16/12/2019",0.91342092661879,0.235600746803406,0.511368520546123,0.113350549149695
"17/12/2019",0.220882585633731,0,0.839979242993697,0
"18/12/2019",0.822341421937782,0.48835370266545,1,0.516364280883965
"19/12/2019",0.962981996112139,0.77092442068275,0.74958652331738,0.735694208492194
"20/12/2019",0.872152258531144,0.661858281870265,0.767920090600864,0.719098212922277
"23/12/2019",0.89144820551402,0.875057486310319,0.5724773325673,0.840967288849401
"24/12/2019",0.700925981411098,0.831754279205677,0.616338956577776,0.823537193838701
"25/12/2019",0.89237451512018,0.764910629553914,0.717446691027391,0.791835859287596
"26/12/2019",0.884768063002935,0.917834653049986,0.640447070999966,0.943111181310646
"27/12/2019",0.930557427928883,0.939070437662787,0.654003501328482,0.936785711159329
"30/12/2019",1,0.835697911717511,0.638553802156141,0.787493734516506
"31/12/2019",0.215415212540743,0.531367789784468,0.226244695983248,0.55994668892133
